File Name,Duration (ss),Fundamental Frequency (Hz),Mean Pitch (Hz),Pitch Sigma (Hz),Minimum Pitch (Hz),Maximum Pitch (Hz),No. of Pulses,No. of periods,Mean Period (ss),Standard Deviation of Period (ss),Fraction of Locally unvoiced frames (%),No. of voice breaks,Degree of voice breaks,Mean auto - correlation,Mean noise-to-harmonics ratio,Mean harmonics-to-noice ratio (dB),Peak Amplitude Channel 1  (dB),Peak Amplitude Channel 2  (dB),Bit Rate (kbs),Sample Rate (Hz),Resolution (bits),No of Samples,Size on memory  (kB),Size on disk (MB),Channels,Source
Speaker7_55,60.034979,243.814589,243.815,57.812,78.937,572.11,8850,8641,4.12E-03,8.66E-04,37.05%,135,39.82%,0.86547,0.18778,9.827,-20.34,-24.82,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_56,60.034979,240.965485,240.965,63.433,75.369,589.586,8535,8327,4.18E-03,9.69E-04,37.78%,135,41.18%,0.8719,0.178039,10.234,-20.15,-24.31,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_57,60.034979,243.924891,243.925,56.712,88.076,584.467,7102,6912,4.11E-03,8.24E-04,48.52%,142,52.05%,0.878591,0.162478,10.274,-14.07,-18.78,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_58,60.034979,240.713553,240.714,60.333,94.345,553.916,7424,7254,4.17E-03,9.42E-04,46.50%,137,49.04%,0.889258,0.143711,10.631,-14.68,-24.21,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_59,60.034979,249.882823,249.883,58.543,92.22,589.423,8848,8620,4.02E-03,8.21E-04,37.02%,149,41.23%,0.85369,0.206151,9.38,-19.39,-23.22,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_60,60.034979,251.161444,251.161,55.755,75.142,521.848,7700,7513,3.99E-03,8.04E-04,46.12%,141,49.43%,0.87148,0.172143,9.873,-14.2,-17.76,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_61,60.034979,251.970667,251.971,60.721,77.505,579.599,8894,8670,3.99E-03,8.61E-04,38.37%,138,41.33%,0.855589,0.204539,9.415,-20.57,-22.63,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_62,60.034979,249.156449,249.156,52.337,74.851,534.494,8351,8164,4.02E-03,7.46E-04,41.65%,141,42.60%,0.870072,0.178403,9.972,-17.42,-18.34,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_63,60.034979,249.156449,250.734,61.308,93.924,581.003,9700,9483,4.01E-03,8.04E-04,32.50%,136,34.91%,0.853674,0.207229,9.372,-19.7,-23.16,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_64,60.034979,255.160271,255.16,58.825,100.625,511.393,9214,9009,3.93E-03,7.98E-04,37.28%,127,37.99%,0.867838,0.179917,9.845,-20.33,-22.45,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_65,60.034979,259.436102,259.436,63.653,99.052,534.755,9124,8876,3.88E-03,8.63E-04,37.85%,1569124,41.67%,0.849629,0.212987,9.242,-20.78,-21.24,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_66,60.034979,252.158973,252.159,68.152,77.12,598.487,9122,8880,3.99E-03,1.01E-03,36.25%,152,38.47%,0.855049,0.201985,9.385,-17.65,-19.61,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_67,60.034979,254.766096,254.76,59.616,92.336,550.339,8590,8353,3.95E-03,8.04E-04,40.18%,155,43.05%,0.866722,0.180907,9.76,-17.29,-20.56,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_68,60.034979,258.482064,258.482,57.77,85.864,552.569,9492,9269,3.88E-03,7.58E-04,35.20%,149,39.15%,0.866126,0.184163,9.809,-19.24,-22.44,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_69,60.034979,265.683752,265.684,62.739,134.275,547.054,10451,10215,3.79E-03,7.55E-04,31.42%,151,34.70%,0.860889,0.194135,9.708,-20.75,-22.76,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_70,60.034979,296.215241,296.215,77.736,147.403,540.498,1393,1316,3.38E-03,7.88E-04,90.65%,73,90.25%,0.959628,0.04632,15.888,-0.32,-12.47,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_71,60.034979,263.479808,263.48,67.965,102.948,572.959,10074,9816,3.82E-03,8.41E-04,32.60%,149,36.28%,0.863246,0.189286,9.677,-19.57,-21.49,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_72,60.034979,260.32648,260.326,56.407,85.541,567.925,9201,8983,3.86E-03,7.77E-04,38.40%,141,41.36%,0.851647,0.21219,9.353,-20.62,-20.71,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_73,60.034979,269.705334,269.705,71.686,74.986,599.989,9975,9723,3.73E-03,8.93E-04,34.80%,155,38.25%,0.849014,0.212401,9.065,-18.75,-21.18,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_74,60.034979,262.698134,262.698,70.947,81.498,568.461,10124,9894,3.82E-03,8.90E-04,32.55%,137,35.84%,0.854708,0.206649,9.478,-19.69,-22.23,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_75,60.034979,266.148904,266.149,73.512,84.276,587.137,9678,9467,3.77E-03,8.75E-04,36.95%,141,39.55%,0.870302,0.175992,9.932,-19.13,-19.93,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_76,60.034979,250.109986,250.11,48.496,75.071,552.928,9361,9156,4.00E-03,8.10E-04,34.92%,137,37.85%,0.86536,0.187454,9.905,-18.46,-22.43,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_77,60.034979,269.686839,269.687,80.208,84.27,596.761,9448,9206,3.73E-03,9.55E-04,37.87%,138,41.47%,0.856317,0.201417,9.45,-22.58,-23.42,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_78,60.034979,268.868601,268.869,73.399,84.917,564.136,9521,9293,3.74E-03,8.79E-04,37.83%,131,40.64%,0.859149,0.198635,9.642,-20.43,-22.82,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_79,60.034979,259.098516,259.099,51.987,115.898,526.955,9661,9470,3.87E-03,6.89E-04,35.30%,125,36.63%,0.871816,0.177591,10.308,-20.01,-22.47,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_80,60.034979,245.150452,245.15,44.225,139.972,598.825,9271,9081,4.09E-03,6.56E-04,34.50%,139,37.29%,0.877561,0.173901,10.858,-16.75,-20.66,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_81,60.034979,247.657381,247.657,39.033,92.665,496.679,8562,8418,4.04E-03,6.28E-04,39.95%,110,42.48%,0.892716,0.149522,11.472,-15.68,-16.71,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_82,60.034979,248.217598,248.218,47.315,84.319,597.579,7635,7462,4.03E-03,7.31E-04,46.10%,153,49.35%,0.893154,0.142587,11.141,-11.62,-18.37,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_83,60.034979,251.289548,251.29,52.526,83.473,561.928,9062,8834,4.00E-03,7.67E-04,36.40%,156,40.27%,0.863768,0.192027,9.864,-16.48,-19.81,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_84,60.034979,250.370853,250.371,52.774,82.983,597.956,9213,9005,4.01E-03,7.79E-04,35.47%,123,38.75%,0.88295,0.163604,11.063,-18.63,-19.28,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_85,60.034979,253.259205,253.259,48.948,85.209,598.987,9353,9171,3.96E-03,6.91E-04,35.48%,126,38.76%,0.88376,0.158603,10.966,-18.43,-19.12,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_86,60.034979,249.867001,249.867,44.447,98.139,484.84,7549,7390,4.01E-03,6.64E-04,47.03%,108,48.61%,0.900433,0.138053,12.24,-17.75,-19.51,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_87,60.034979,250.020036,250.02,50.436,83.563,555.971,8868,8660,4.01E-03,7.67E-04,37.57%,132,37.85%,0.89464,0.147812,11.857,-17.33,-17.64,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_88,60.034979,251.778411,251.778,53.598,80.291,589.844,9271,9042,3.98E-03,8.00E-04,34.77%,158,37.14%,0.890504,0.152124,11.455,-17.86,-20.41,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_89,60.034979,256.819639,256.82,46.783,79.328,520.313,10108,9896,3.91E-03,7.03E-04,31.23%,147,34.72%,0.896691,0.14102,11.776,-15.57,-17.62,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker7_90,60.034979,249.878527,249.879,45.175,92.929,597.613,9473,9300,4.01E-03,6.71E-04,34.17%,123,36.82%,0.88539,0.159741,11.185,-18.48,-18.17,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/India
Speaker8_00,60,260.468316,260.468,45.86,104.172,382.86,2168,2071,3.85E-03,7.66E-04,83.34%,92,82.54%,0.924192,0.092153,12.772,-,-11.37,1536,48000,16,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_01,60,223.406354,223.406,56.964,78.313,601.725,8119,7934,4.50E-03,1.01E-03,35.57%,127,39.03%,0.849325,0.213059,9.208,-19.15,-23.28,1536,48000,17,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_02,60,204.518618,204.519,45.529,69.537,598.35,6559,6413,4.89E-03,1.08E-03,44.57%,120,47.19%,0.810711,0.278923,7.542,-18.88,-24.73,1536,48000,18,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_03,60,201.79817,201.798,44.134,77.986,554.574,6241,6090,4.96E-03,1.33E-03,46.16%,131,48.62%,0.765468,0.355643,5.958,-18.51,-24.18,1536,48000,19,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_04,60,221.989007,221.989,48.008,70.587,352.759,3520,3383,4.52E-03,1.20E-03,69.87%,129,73.51%,0.891608,0.135841,10.566,-6.51,-23.1,1536,48000,20,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_05,60,183.680029,183.68,66.315,66.549,319.548,6384,6150,5.40E-03,2.33E-03,29.13%,183,43.55%,0.791582,0.312598,6.869,-25.34,-18.43,1536,48000,21,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_06,60,203.737078,203.737,59.162,57.304,536.829,7464,7180,4.90E-03,1.70E-03,29.25%,186,39.78%,0.806924,0.289656,7.639,-24.58,-22.28,1536,48000,22,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_07,60,218.177777,218.178,60.268,71.372,571.573,8054,7718,4.60E-03,1.49E-03,30.67%,178,38.39%,0.814634,0.276609,7.964,-26.34,-26.08,1536,48000,23,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_08,60,220.355838,220.356,64.776,71.11,593.353,8684,8411,4.54E-03,1.59E-03,27.80%,167,34.88%,0.83409,0.241025,8.746,-22.49,-26.22,1536,48000,24,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_09,60,210.128089,210.128,67.277,64.997,594.383,8367,8089,4.78E-03,1.74E-03,27.41%,170,34.08%,0.831076,0.244214,8.477,-25.32,-27.05,1536,48000,25,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_10,60,201.985913,201.986,64.489,72.544,591.177,7456,7159,4.95E-03,1.76E-03,32.55%,204,39.67%,0.822866,0.260737,8.265,-25.33,-26.94,1536,48000,26,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_11,60,211.682606,211.683,58.528,74.967,558.337,7520,7271,4.71E-03,1.51E-03,34.83%,187,42.03%,0.828353,0.25021,8.553,-23.22,-25.04,1536,48000,27,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_12,60,213.195702,213.196,62.976,74.988,598.029,7488,7219,4.69E-03,1.66E-03,35.67%,191,42.31%,0.832152,0.247229,8.787,-25.09,-25.13,1536,48000,28,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_13,60,219.667163,219.667,73.821,58.224,595.848,8160,7826,4.55E-03,1.79E-03,30.60%,208,39.03%,0.813069,0.279332,8.011,-23.52,-24.65,1536,48000,29,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_14,60,220.424072,220.424,73.096,70.953,588.972,7847,7539,4.55E-03,1.78E-03,32.25%,206,41.51%,0.826063,0.257211,8.455,-24.25,-26.5,1536,48000,30,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_15,60,223.692172,223.692,61.681,70.721,594.105,7175,6910,4.48E-03,1.45E-03,40.07%,178,47.12%,0.832861,0.240665,8.549,-19.19,-20.59,1536,48000,31,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_16,60,216.774832,216.775,69.725,70.967,394.283,5541,5348,4.60E-03,1.89E-03,50.14%,145,57.31%,0.83985,0.226803,8.73,-19.73,-13.16,1536,48000,32,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_17,60,216.411785,216.412,73.205,71.077,391.56,2461,2314,4.61E-03,1.93E-03,71.94%,122,80.91%,0.789697,0.312036,6.729,-8.2,-3.41,1536,48000,33,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_18,60,171.903699,171.904,80.083,70.744,358.612,3952,3648,5.71E-03,2.82E-03,46.66%,245,63.28%,0.719503,0.448627,4.772,-19.83,-15.53,1536,48000,34,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_19,60,155.599502,155.6,71.709,70.713,348.707,3891,3520,6.36E-03,2.95E-03,43.77%,292,60.67%,0.709752,0.467961,4.499,-20.59,-16.06,1536,48000,35,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_20,60,175.849166,175.849,78.718,67.659,597.018,4528,4160,5.60E-03,2.61E-03,43.87%,277,59.75%,0.733672,0.422343,5.161,-20.1,-18.03,1536,48000,36,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_21,60,163.843011,163.843,76.124,71.586,599.39,4101,3756,6.08E-03,2.84E-03,46.01%,279,60.77%,0.733419,0.420906,5.195,-20.29,-17.38,1536,48000,37,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_22,60,165.982706,165.983,84.04,66.889,588.933,4146,3748,5.96E-03,2.92E-03,45.32%,280,60.48%,0.733698,0.42238,5.202,-22.22,-15.91,1536,48000,38,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_23,60,151.860234,151.86,81.758,71.173,597.276,3396,3028,6.56E-03,3.26E-03,46.81%,291,65.67%,0.71769,0.454706,4.742,-21.98,-12.98,1536,48000,39,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_24,60,159.806705,159.807,79.748,70.644,525.813,3911,3531,6.16E-03,3.05E-03,45.57%,291,62.20%,0.730021,0.431772,5.115,-21.56,-14.53,1536,48000,40,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_25,60,159.277976,159.278,86.119,70.751,599.978,3541,3177,6.24E-03,3.26E-03,47.16%,277,65.48%,0.732944,0.421176,5.215,-20.07,-12.7,1536,48000,41,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_26,60,159.887651,159.888,79.059,70.64,592.228,3634,3262,6.21E-03,3.03E-03,46.59%,297,64.59%,0.711312,0.468268,4.564,-20.95,-12.78,1536,48000,42,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_27,60,164.316556,164.317,84.192,70.671,587.842,3489,3144,6.00E-03,3.10E-03,49.24%,273,66.95%,0.742598,0.401784,5.45,-21.49,-10.51,1536,48000,43,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_28,60,150.522507,150.523,73.421,71.254,556.168,3784,3369,6.65E-03,3.06E-03,44.32%,318,60.93%,0.720842,0.442228,4.728,-22.12,-14.94,1536,48000,44,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_29,60,282.117642,282.118,72.629,78.994,541.398,971,917,3.51E-03,1.01E-03,90.58%,47,90.80%,0.897946,0.130805,11.086,-1.44,-14.71,1536,48000,45,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_30,60,235.136025,235.136,78.087,71.592,599.101,8184,7854,4.28E-03,1.53E-03,31.15%,196,42.45%,0.787254,0.323997,6.881,-27.03,-27.18,1536,48000,46,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_31,60,218.219788,218.22,80.185,72.932,598.848,7714,7334,4.62E-03,1.78E-03,31.45%,214,41.37%,0.778991,0.334692,6.494,-27.12,-27.39,1536,48000,47,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_32,60,226.030922,226.031,70.571,71.359,599.497,7452,7129,4.44E-03,1.65E-03,36.74%,189,45.27%,0.788386,0.324627,6.949,-26.21,-27.34,1536,48000,48,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_33,60,219.427835,219.428,80.085,58.47,595.084,7350,6998,4.59E-03,1.97E-03,35.42%,213,44.79%,0.796685,0.303812,7.124,-26.34,-24.99,1536,48000,49,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_34,60,220.237844,220.238,80.617,59.396,598.112,7386,7018,4.59E-03,1.95E-03,33.38%,228,44.38%,0.785953,0.32669,6.957,-26.07,-26.51,1536,48000,50,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_35,60,229.109184,229.109,78.509,70.517,593.635,7338,7028,4.39E-03,1.71E-03,37.55%,208,46.57%,0.795745,0.307268,7.245,-25.19,-25.06,1536,48000,51,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_36,60,228.91265,227.279,32.088,78.56,493.101,5402,4389,4.60E-03,1.42E-03,26.88%,292,58.42%,0.815483,0.269231,7.741,-25.74,-25.6,1536,48000,52,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_37,60,223.142029,223.142,74.497,72.532,593.63,7831,7503,4.51E-03,1.77E-03,33.03%,196,40.90%,0.798573,0.301443,7.277,-24.88,-25.6,1536,48000,53,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_38,60,215.556899,215.557,68.351,73.41,569.654,7939,7618,4.65E-03,1.76E-03,29.98%,202,39.31%,0.80029,0.298587,7.311,-24.92,-25.66,1536,48000,54,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_39,60,222.67073,222.671,68.926,73.51,605.245,7667,7343,4.49E-03,1.57E-03,34.70%,201,42.94%,0.803184,0.28989,7.366,-25.37,-24.93,1536,48000,55,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_40,60,213.98323,213.983,62.489,70.582,551.937,5725,5502,4.66E-03,1.67E-03,48.94%,172,56.42%,0.833111,0.237547,8.352,-17.6,-22.05,1536,48000,56,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_41,60,212.213655,212.214,69.756,71.318,451.017,5705,5430,4.68E-03,1.92E-03,43.27%,206,55.94%,0.751524,0.38765,5.733,-13.33,-15.67,1536,48000,57,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_42,60,222.04328,222.043,88.682,73.523,554.758,6692,6362,4.51E-03,1.94E-03,35.69%,208,50.70%,0.73065,0.430709,5.157,-20.88,-24.32,1536,48000,58,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_43,60,205.736439,205.736,67.583,73.96,417.272,6293,6016,4.83E-03,1.96E-03,38.24%,200,50.36%,0.764488,0.362007,6.107,-17.52,-22.83,1536,48000,59,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_44,60,203.382783,203.383,70.031,74.029,565.369,6161,5872,4.90E-03,2.05E-03,40.10%,215,50.89%,0.772936,0.345599,6.245,-17.94,-26.05,1536,48000,60,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_45,60,218.164536,218.165,72.474,60.229,587.81,7029,6752,4.58E-03,1.93E-03,37.19%,204,47.40%,0.79419,0.30673,7.078,-17.91,-23.7,1536,48000,61,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_46,60,217.392318,217.392,64.833,72.378,578.071,6914,6646,4.57E-03,1.73E-03,37.94%,191,48.17%,0.787294,0.321775,6.875,-19.87,-25.84,1536,48000,62,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_47,60,213.801827,213.802,65.053,72.118,596.928,6745,6470,4.65E-03,1.71E-03,38.87%,189,48.39%,0.787231,0.322478,6.831,-18.17,-26.02,1536,48000,63,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_48,60,209.630516,209.631,71.819,70.681,598.337,7273,6993,4.76E-03,2.02E-03,33.82%,198,43.19%,0.792499,0.308122,6.933,-19.68,-22.79,1536,48000,64,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_49,60,217.907596,217.908,67.713,70.646,597.153,6745,6465,4.59E-03,1.70E-03,40.32%,199,49.28%,0.799226,0.299447,7.302,-17.13,-23.71,1536,48000,65,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_50,58.645333,214.39448,214.394,62.984,70.899,589.749,5977,5777,4.65E-03,1.65E-03,44.81%,155,51.61%,0.809569,0.279217,7.561,-15.62,-16.91,1536,48000,66,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_51,60,231.123892,231.124,72.997,71.149,489.65,6653,6403,4.30E-03,1.66E-03,38.44%,178,52.77%,0.735724,0.418726,5.171,-23.16,-26.3,1536,48000,67,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_52,60,223.271037,223.271,74.004,70.482,626.804,7991,7640,4.47E-03,1.77E-03,29.03%,213,41.26%,0.774645,0.345864,6.491,-24.9,-26.2,1536,48000,68,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_53,60,236.742339,236.742,75.139,60.795,596.895,7235,6942,4.23E-03,1.45E-03,40.42%,171,48.62%,0.811656,0.277857,7.647,-23.18,-26.38,1536,48000,69,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_54,60,229.458919,229.459,66.88,72.2,587.918,6963,6719,4.38E-03,1.49E-03,41.85%,176,50.06%,0.804021,0.289324,7.356,-23.5,-26.13,1536,48000,70,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_55,60,229.084341,229.084,65.138,71.889,592.863,7076,6786,4.37E-03,1.44E-03,40.65%,167,48.96%,0.795357,0.305539,7.092,-24.22,-25.79,1536,48000,71,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_56,60,229.316429,229.316,63.155,57.251,595.848,6391,6136,4.35E-03,1.38E-03,45.27%,167,54.23%,0.798522,0.298282,7.172,-23.09,-22.41,1536,48000,72,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_57,60,237.238677,237.239,66.601,71.192,599.203,7648,7392,4.21E-03,1.42E-03,38.07%,162,46.33%,0.821626,0.262115,8.266,-23.77,-25.41,1536,48000,73,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_58,60,237.558285,237.558,57.704,75.002,577.487,7724,7507,4.21E-03,1.19E-03,39.44%,138,46.08%,0.82696,0.251773,8.311,-23.12,-26.67,1536,48000,74,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_59,60,253.518425,253.518,71.413,75.09,346.07,667,624,3.96E-03,1.66E-03,93.41%,41,93.40%,0.871537,0.174544,10.35,-1.23,-15.9,1536,48000,75,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_60,60,276.794628,276.795,113.837,71.157,594.626,10956,10293,3.70E-03,1.72E-03,20.88%,230,32.44%,0.744143,0.400641,5.386,-24.51,-24.15,1536,48000,76,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_61,60,253.526355,253.526,102.218,71.533,587.477,8873,8390,3.98E-03,1.83E-03,28.68%,229,41.14%,0.764236,0.366674,6.136,-24.85,-22.35,1536,48000,77,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_62,60,208.56605,208.566,87.662,65.717,597.97,6565,6215,4.79E-03,2.38E-03,38.19%,226,48.57%,0.769875,0.356211,6.423,-24,-22.71,1536,48000,78,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_63,60,221.022669,221.023,82.14,57.007,599.36,6829,6494,4.52E-03,2.05E-03,39.05%,223,49.45%,0.783332,0.327442,6.704,-25.8,-23,1536,48000,79,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_64,60,230.125885,230.126,35.03,83.013,519.328,8679,8477,4.35E-03,6.90E-04,32.27%,142,37.48%,0.842734,0.222952,8.773,-1.74,-,705.6,48000,80,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
Speaker8_65,60,227.278995,227.279,32.088,78.56,493.101,8933,8669,4.42E-03,7.11E-04,26.88%,148,34.72%,0.815483,0.269231,7.741,-8.47,-,705.6,48000,81,2880000,307.46,1.37,stereo,Treasury of Indian Mythological Stories
speaker9_00,64,229.118086,229.118,42.314,74.169,591.804,9229,9070,4.38E-03,7.75E-04,33.30%,101,35.47%,0.903879,0.136064,13.691,-2.13,-2.17,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_01,64,232.501395,232.501,37.73,82.832,379.441,9846,9683,4.31E-03,7.14E-04,30.61%,98,33.58%,0.900828,0.139535,13.273,-0.7,-0.57,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_02,64,467.2,233.92,40.866,72.249,549.68,9887,9733,4.28E-03,7.42E-04,31.52%,83,33.68%,0.898631,0.147908,13.548,-1.37,-1.36,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
speaker9_03,64,230.972528,230.973,38.724,80.74,598.084,9673,9505,4.34E-03,7.35E-04,31.39%,101,34.64%,0.907205,0.130774,13.835,-0.95,-0.97,1411.2,44100,16,2822400,200.48,10.77,stereo,The Monk Who Sold His Farrai
