File Name,Duration (ss),Fundamental Frequency (Hz),Mean Pitch (Hz),Pitch Sigma (Hz),Minimum Pitch (Hz),Maximum Pitch (Hz),No. of Pulses,No. of periods,Mean Period (ss),Standard Deviation of Period (ss),Fraction of Locally unvoiced frames (%),No. of voice breaks,Degree of voice breaks,Mean auto - correlation,Mean noise-to-harmonics ratio,Mean harmonics-to-noice ratio (dB),Peak Amplitude Channel 1  (dB),Peak Amplitude Channel 2  (dB),Bit Rate (kbs),Sample Rate (Hz),Resolution (bits),No of Samples,Size on memory  (kB),Size on disk (MB),Channels,Source
Speaker4_35,60,228.795979,227.075,59.058,72.299,593.224,7362,7162,4.40E-03,1.18E-03,42.19%,152,46.02%,0.872876,0.179849,10.788,-6.55,-6.55,1536,48000,51,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_36,60,224.14274,223.122,53.068,73.374,594.229,7182,7006,4.49E-03,1.04E-03,41.72%,144,45.82%,0.88423,0.163409,11.389,-6.16,-6.16,1536,48000,52,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_37,60,218.082504,216.396,48.583,71.273,501.678,7054,6870,4.62E-03,1.10E-03,42.72%,146,46.31%,0.880151,0.168022,11.286,-5.14,-5.14,1536,48000,53,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_38,60,221.8625,218.913,47.675,69.456,522.523,6997,6803,4.57E-03,1.08E-03,42.92%,156,47.19%,0.868339,0.189112,10.645,-6.65,-6.65,1536,48000,54,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_39,60,229.803834,229.804,55.081,70.622,478.28,7483,7296,4.36E-03,1.12E-03,42.19%,149,45.46%,0.867459,0.188077,10.518,-5.63,-5.63,1536,48000,55,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_40,60,229.957564,229.958,57.22,76.986,583.9,7778,7561,4.36E-03,1.04E-03,40.44%,163,44.34%,0.883243,0.164467,11.545,-5.26,-5.26,1536,48000,56,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_41,60,226.229951,226.23,53.111,76.653,559.161,6816,6654,4.42E-03,1.11E-03,46.66%,137,49.50%,0.881017,0.163595,11.055,-5.45,-5.45,1536,48000,57,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_42,60,198.521993,198.522,50.191,66.748,606.275,5618,5383,5.04E-03,1.32E-03,49.16%,188,49.60%,0.843928,0.229805,9.329,-6.26,-6.26,1536,48000,58,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_43,60,203.085615,203.086,56.054,67.602,582.947,6088,5883,4.93E-03,1.44E-03,46.84%,173,51.20%,0.862254,0.197318,10.231,-5.33,-5.33,1536,48000,59,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_44,60,201.838595,201.839,53.446,68.242,596.319,6229,6013,4.97E-03,1.35E-03,45.07%,164,49.48%,0.872547,0.183635,10.732,-4.97,-4.97,1536,48000,60,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_45,60,211.977513,211.978,59.495,66.845,608.936,6577,6354,4.74E-03,1.32E-03,42.67%,178,49.23%,0.862941,0.197748,10.328,-6.43,-6.43,1536,48000,61,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_46,60,212.69032,212.69,63.87,66.724,595.187,6134,5912,4.71E-03,1.44E-03,47.14%,178,52.86%,0.859958,0.203317,10.19,-5.09,-5.09,1536,48000,62,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_47,60,200.614276,200.614,57.566,67.198,557.756,6218,5998,4.98E-03,1.61E-03,44.52%,180,49.61%,0.861257,0.199074,10.27,-4.96,-4.96,1536,48000,63,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_48,60,200.990511,200.991,56.101,70.405,580.519,6066,5852,4.98E-03,1.40E-03,45.14%,179,50.54%,0.853334,0.215934,10.082,-4.62,-4.62,1536,48000,64,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_49,60,194.845866,194.846,55.603,67.921,596.022,5834,5597,5.14E-03,1.52E-03,45.97%,193,51.34%,0.857837,0.204762,10.054,-2.18,-2.18,1536,48000,65,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_50,60,207.040451,207.04,60.379,68.321,460.319,6277,6048,4.82E-03,1.47E-03,45.07%,184,49.76%,0.863575,0.198513,10.313,-6.11,-6.11,1536,48000,66,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_51,60,214.940698,214.941,66.97,73.386,448.775,6869,6672,4.66E-03,1.56E-03,42.72%,160,47.71%,0.868226,0.187392,10.413,-6.02,-6.02,1536,48000,67,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_52,60,206.686358,206.686,60.854,74.955,482.932,6264,6033,4.83E-03,1.47E-03,43.71%,181,49.86%,0.847945,0.223327,9.56,-7.7,-7.7,1536,48000,68,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_53,60,211.024565,211.025,50.801,75.917,568.954,6991,6800,4.74E-03,1.07E-03,40.67%,152,45.58%,0.872046,0.180393,10.666,-7.44,-7.44,1536,48000,69,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_54,60,212.540659,212.541,57.689,67.598,495.145,6877,6658,4.70E-03,1.29E-03,41.77%,184,47.24%,0.861282,0.198318,10.053,-6.73,-6.73,1536,48000,70,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_55,60,228.521827,228.522,66.877,69.31,488.457,7641,7402,4.38E-03,1.31E-03,37.19%,181,45.22%,0.856677,0.205848,9.989,-7.08,-7.08,1536,48000,71,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_56,60,211.072452,211.072,56.291,72.794,458.013,7270,7060,4.75E-03,1.30E-03,38.94%,173,43.49%,0.867185,0.188812,10.435,-7.89,-7.89,1536,48000,72,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_57,60,209.691667,209.692,59.167,66.33,482.979,6830,6611,4.77E-03,1.37E-03,41.82%,181,46.71%,0.865932,0.190555,10.244,-6.11,-6.11,1536,48000,73,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_58,60,206.620741,206.621,49.256,71.615,419.961,6250,6050,4.84E-03,1.15E-03,46.79%,158,50.04%,0.873307,0.179492,10.749,-5.97,-5.97,1536,48000,74,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_59,0.501333,-,-,-,-,-,1,0,-,-,71.67%,0,0.00%,-,-,-,-39.53,-39.53,1536,48000,75,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_60,60,198.141565,198.142,49.816,66.826,592.118,6098,5919,5.06E-03,1.33E-03,45.54%,164,49.74%,0.861414,0.197985,10.026,-6.23,-6.23,1536,48000,76,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_61,60,215.251923,215.252,62.602,69.874,478.46,6356,6139,4.64E-03,1.32E-03,47.76%,177,51.98%,0.862209,0.195053,10.146,-5.94,-5.94,1536,48000,77,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_62,60,216.25078,216.251,58.064,66.494,474.631,6833,6639,4.62E-03,1.27E-03,43.77%,164,48.40%,0.868727,0.187735,10.659,-7.31,-7.31,1536,48000,78,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker4_63,60,206.760135,206.76,56.666,72.193,520.971,7368,7176,4.83E-03,1.28E-03,36.34%,157,41.69%,0.88513,0.160815,11.407,-8.42,-8.42,1536,48000,79,2880000,307.46,1.37,stereo,The Witch of Portobello
Speaker5_00,60,294.646941,294.647,48.231,61.26,433.669,13572,13314,3.40E-03,6.55E-04,17.58%,150,22.91%,0.816837,0.27475,7.87,-1.56,-3.17,1536,48000,16,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_01,60,303.579765,303.58,53.263,76.224,547.34,13841,13560,3.30E-03,6.86E-04,18.34%,146,23.63%,0.829349,0.252749,8.496,-4.43,-6.19,1536,48000,17,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_02,60,304.357687,304.358,48.141,101.752,586.569,13937,13659,3.30E-03,5.51E-04,18.96%,136,23.32%,0.843597,0.229528,9.067,-6.04,-4.97,1536,48000,18,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_03,60,307.059672,307.06,52.461,93.991,552.971,13919,13672,3.27E-03,6.19E-04,19.96%,133,24.27%,0.853631,0.213586,9.632,-6.12,-0.78,1536,48000,19,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_04,60,300.888982,300.889,50.67,93.331,599.904,12667,12421,3.33E-03,6.29E-04,24.03%,145,29.89%,0.835352,0.242635,8.768,-6.81,-2.93,1536,48000,20,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_05,60,306.9846,306.985,53.38,80.365,592.922,14231,13987,3.27E-03,6.08E-04,18.31%,124,22.46%,0.84339,0.233238,9.193,-7.5,-5.35,1536,48000,21,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_06,60,307.652522,307.653,50.002,78.79,597.155,13919,13671,3.26E-03,5.93E-04,20.03%,139,24.52%,0.850379,0.221484,9.548,-7.89,-3.99,1536,48000,22,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_07,60,309.880237,309.88,52.853,75.514,566.635,14117,13884,3.24E-03,6.40E-04,19.31%,130,24.01%,0.835605,0.244116,8.847,-7,-4.52,1536,48000,23,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_08,60,311.471985,311.472,50.686,141.01,596.102,14703,14445,3.22E-03,5.31E-04,16.48%,146,21.12%,0.818333,0.270435,8.013,-6.6,-4.57,1536,48000,24,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_09,60,315.039875,315.04,53.93,79.774,588.768,14523,14241,3.19E-03,6.25E-04,18.86%,138,22.77%,0.809677,0.290092,7.761,-4.05,-6.79,1536,48000,25,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_10,60,314.376015,314.376,53.452,111.931,577.791,14762,14507,3.19E-03,5.80E-04,17.74%,136,21.36%,0.811657,0.283176,7.778,-4.44,-4.59,1536,48000,26,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_11,60,308.162419,308.162,54.702,78.314,589.437,14554,14314,3.25E-03,6.32E-04,17.53%,132,21.09%,0.829682,0.249925,8.499,-4.98,-5.3,1536,48000,27,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_12,60,311.913468,311.913,55.737,72.942,582.384,13845,13584,3.21E-03,6.55E-04,20.78%,151,26.08%,0.812589,0.281419,7.771,-2.26,-5.23,1536,48000,28,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_13,60,313.53268,313.533,51.54,87.33,581.918,14086,13843,3.20E-03,5.84E-04,21.11%,139,24.97%,0.840602,0.23425,8.988,-4.36,-7.17,1536,48000,29,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_14,60,312.939668,312.94,50.067,118.994,574.359,12417,12207,3.21E-03,5.36E-04,28.63%,138,33.92%,0.850967,0.213145,9.416,-4.35,-0.31,1536,48000,30,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_15,60,312.680411,312.68,49.358,76.013,545.497,13410,13200,3.21E-03,5.63E-04,24.16%,153,28.76%,0.846326,0.223805,9.162,-3.85,-0.97,1536,48000,31,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_16,60,317.118885,317.119,48.986,93.447,568.35,13574,13342,3.16E-03,5.10E-04,25.11%,141,28.71%,0.859918,0.200367,9.825,-3.54,-1.11,1536,48000,32,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_17,60,319.656034,319.656,55.306,94.583,599.275,14438,14157,3.14E-03,5.86E-04,20.38%,134,24.43%,0.847837,0.225072,9.453,-2.69,-1.6,1536,48000,33,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_18,60,316.521764,316.522,57.151,85.673,599.226,12976,12726,3.17E-03,6.01E-04,27.51%,149,31.80%,0.845756,0.227633,9.358,-4.22,-1.82,1536,48000,34,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_19,9.162667,322.779424,322.779,41.442,121.312,447.197,2322,2284,3.11E-03,4.27E-04,17.74%,18,21.11%,0.838452,0.24245,9.164,-6.53,-4.34,1536,48000,35,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_20,91.285333,308.819701,308.82,38.827,75.941,455.61,22113,21742,3.25E-03,4.78E-04,17.10%,146,20.60%,0.842165,0.229834,8.895,-7.05,-0.31,1536,48000,36,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_21,60,288.835267,288.835,51.254,74.879,437.315,10935,10675,3.47E-03,7.45E-04,29.12%,178,36.37%,0.907318,0.1252,12.51,-5.52,-,705.6,48000,37,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_22,60,283.906577,283.907,46.719,75.976,407.268,11800,11548,3.54E-03,7.13E-04,24.15%,171,30.61%,0.909463,0.12016,12.447,-5.43,-,1536,48000,38,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_23,60,273.154282,273.154,69.692,73.311,592.584,10212,9943,3.67E-03,1.27E-03,29.33%,178,38.00%,0.884323,0.161279,11.381,-4.27,-,1536,48000,39,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_24,60,287.768502,287.769,46.143,81.778,512.365,11320,11062,3.49E-03,6.37E-04,27.95%,180,34.76%,0.908255,0.126235,12.71,-4.64,-,1536,48000,40,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_25,60,277.79754,277.798,58.079,75.164,497.869,11404,11157,3.62E-03,1.04E-03,25.21%,172,31.60%,0.892672,0.147917,11.649,-4.05,-,1536,48000,41,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_26,60,280.191991,280.192,55.308,73.199,589.597,11090,10817,3.58E-03,9.29E-04,25.60%,170,34.36%,0.888526,0.152395,11.167,-5.36,-,1536,48000,42,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_27,60,289.875576,289.876,51.01,75.075,588.898,11661,11368,3.46E-03,7.16E-04,26.18%,187,33.18%,0.898537,0.139404,12,-5.69,-,1536,48000,43,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_28,60,296.573278,296.573,56.655,75.152,599.75,12483,12176,3.38E-03,7.28E-04,24.75%,182,30.08%,0.897901,0.140925,12.003,-5.07,-,1536,48000,44,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_29,60,295.336364,295.336,53.047,78.114,612.82,12804,12554,3.39E-03,7.05E-04,23.33%,152,27.89%,0.911624,0.12061,13.148,-4.08,-,1536,48000,45,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_30,60,288.589507,288.59,53.986,74.979,593.084,11958,11674,3.48E-03,8.46E-04,25.30%,186,31.07%,0.90337,0.131891,12.601,-5.29,-,1536,48000,46,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_31,60,284.634741,284.635,55.669,74.934,597.685,12353,12059,3.53E-03,9.24E-04,22.16%,179,27.78%,0.8992,0.139133,12.451,-5.56,-,1536,48000,47,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_32,60,280.271705,280.272,62.474,75.128,493.113,10100,9848,3.59E-03,1.12E-03,32.90%,166,40.10%,0.891717,0.149531,11.78,-5.08,-,1536,48000,48,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_33,60,280.257041,280.257,67.842,69.586,419.62,11287,10966,3.58E-03,1.22E-03,25.41%,207,33.26%,0.871393,0.181069,10.567,-6.12,-,1536,48000,49,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_34,60,293.744397,293.744,56.001,75.482,579.915,11389,11080,3.42E-03,8.09E-04,29.12%,193,35.64%,0.900703,0.135908,12.522,-5.67,-,1536,48000,50,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_35,60,296.593511,296.594,47.884,76.719,578.273,12635,12364,3.39E-03,6.09E-04,23.45%,158,28.27%,0.911982,0.121119,13.189,-6.92,-,1536,48000,51,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_36,60,296.281721,296.282,46.736,80.257,581.887,12619,12331,3.39E-03,6.05E-04,24.31%,166,28.92%,0.908217,0.12786,13.154,-6.17,-,1536,48000,52,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_37,60,288.92373,288.924,61.724,74.429,620.301,11798,11475,3.47E-03,1.00E-03,25.01%,190,32.32%,0.898168,0.139752,12.147,-5.01,-,1536,48000,53,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_38,60,293.886272,293.886,46.332,77.943,583.341,12660,12412,3.41E-03,5.80E-04,22.93%,149,28.23%,0.91753,0.109922,13.384,-5.74,-,1536,48000,54,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_39,60,296.551189,296.551,43.308,75.068,584.806,11919,11660,3.39E-03,5.69E-04,28.18%,152,33.03%,0.921305,0.105224,13.76,-6.09,-,1536,48000,55,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_40,60,294.511214,294.511,54.975,74.045,595.271,11553,11322,3.41E-03,7.88E-04,29.32%,155,34.85%,0.919844,0.105521,13.498,-5.9,-,1536,48000,56,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_41,11.083175,254.009437,254.009,81.906,77.013,381.911,1638,1583,3.94E-03,1.75E-03,31.58%,33,36.25%,0.84946,0.212295,9.192,-4.63,-,1536,48000,57,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_42,91.285333,308.819701,308.82,38.827,75.941,455.61,22113,21742,3.25E-03,4.78E-04,17.10%,146,20.60%,0.842165,0.229834,8.895,-7.05,-0.31,1536,48000,58,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam
Speaker5_43,60,302.931843,302.932,52.655,76.072,514.845,11764,11493,3.32E-03,6.07E-04,31.52%,165,34.88%,0.927043,0.098538,15.047,-4.15,-,705.6,48000,59,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Amazon_rainforest
Speaker5_44,60,302.258975,302.259,50.66,84.725,556.744,11880,11644,3.33E-03,5.92E-04,31.68%,154,34.59%,0.93309,0.091311,15.618,-4.59,-,705.6,48000,60,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_45,60,303.447733,303.448,50.894,87.502,598.477,11859,11583,3.31E-03,5.68E-04,31.92%,164,34.77%,0.936098,0.083871,15.508,-3.9,-,705.6,48000,61,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_46,60,301.443135,301.443,53.248,76.539,592.5,10957,10764,3.33E-03,6.62E-04,36.22%,135,38.37%,0.929863,0.092296,14.788,-4.56,-,705.6,48000,62,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_47,60,304.666712,304.667,57.719,75.125,599.885,11504,11272,3.30E-03,7.06E-04,33.25%,150,34.67%,0.924131,0.101556,14.394,-3.68,-,705.6,48000,63,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_48,60,305.506936,305.507,57.319,76.527,625.315,11699,11433,3.29E-03,6.87E-04,32.48%,166,35.69%,0.92125,0.105459,14.219,-4.08,-,705.6,48000,64,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_49,60,312.481227,312.481,55.785,81.272,585.123,12071,11825,3.21E-03,5.82E-04,32.75%,159,35.68%,0.926439,0.097656,14.805,-4.33,-,705.6,48000,65,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_50,60,308.726293,308.726,52.06,75.732,598.902,11582,11373,3.25E-03,5.89E-04,35.28%,158,37.69%,0.930561,0.091044,15.053,-3.55,-,705.6,48000,66,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_51,60,305.33786,305.338,54.473,86.438,567.086,12090,11842,3.29E-03,6.12E-04,31.73%,162,33.64%,0.924703,0.100608,14.693,-4.25,-,705.6,48000,67,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_52,60,305.131454,305.131,53.951,89.789,588.709,12378,12139,3.29E-03,5.93E-04,29.87%,170,32.71%,0.928884,0.094456,15.072,-3.97,-,705.6,48000,68,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_53,60,303.66919,303.669,56.855,79.32,594.494,11514,11302,3.31E-03,6.30E-04,34.13%,155,37.15%,0.928192,0.093361,14.565,-2.65,-,705.6,48000,69,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_54,60,301.026863,301.027,52.054,75.097,525.607,12227,11978,3.34E-03,6.04E-04,28.33%,175,32.41%,0.928962,0.094117,14.913,-4.81,-,705.6,48000,70,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_55,60,302.039976,302.04,54.582,79.223,589.131,11909,11670,3.33E-03,6.25E-04,31.77%,165,34.40%,0.929626,0.095332,15.569,-4.59,-,705.6,48000,71,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_56,60,286.569048,286.569,47.928,75.765,468.836,10246,9998,3.51E-03,6.78E-04,36.22%,173,36.50%,0.929236,0.09392,15.36,-4.55,-,705.6,48000,72,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_57,60,283.187404,283.187,42.925,77.925,590.856,10672,10443,3.55E-03,5.87E-04,33.18%,165,36.95%,0.932439,0.090398,15.601,-4.51,-,705.6,48000,73,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_58,60,285.767637,285.768,42.282,78.98,433.9,11130,10905,3.52E-03,5.60E-04,32.27%,164,35.36%,0.937169,0.083477,15.916,-4.46,-,705.6,48000,74,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_59,60,296.281411,296.281,49.099,77.039,461.698,10585,10355,3.39E-03,6.19E-04,37.44%,159,40.69%,0.93232,0.090233,15.329,-4.35,-,705.6,48000,75,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_60,60,294.75222,294.752,46.476,75.22,447.636,10822,10579,3.41E-03,6.19E-04,35.82%,164,39.02%,0.935253,0.085479,15.561,-4.24,-,705.6,48000,76,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_61,60,296.688078,296.688,45.567,83.997,591.032,10544,10326,3.38E-03,5.43E-04,38.02%,161,41.19%,0.934559,0.085974,15.3,-4.84,-,705.6,48000,77,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_62,60,291.589346,291.589,44.177,70.162,467.167,11136,10907,3.44E-03,5.45E-04,33.08%,153,36.54%,0.931916,0.090587,15.222,-5.11,-,705.6,48000,78,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker5_63,3.28127,276.239435,276.239,39.12,190.915,356.01,543,533,3.64E-03,5.43E-04,35.69%,7,15.58%,0.922999,0.107904,14.525,-5.79,-,705.6,48000,79,2880000,307.46,1.37,stereo,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_00,60,221.719301,221.719,40.187,72.968,562.443,8068,7934,4.53E-03,8.66E-04,38.34%,115,32.95%,0.936342,0.08569,15.738,-0.52,-,705.6,44100,16,2646000,192.03,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_01,60,226.456221,226.456,40.173,79.178,572.068,8341,8189,4.43E-03,7.67E-04,36.99%,130,38.46%,0.940079,0.077451,15.814,-0.55,-,705.6,44100,16,2646000,190.38,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_02,60,226.036647,226.037,42.691,75.201,380.03,8250,8101,4.43E-03,9.82E-04,36.15%,130,39.83%,0.935444,0.086562,15.89,-0.51,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_03,60,227.056181,227.056,36.334,81.633,630.982,8195,8044,4.42E-03,7.11E-04,38.04%,134,40.55%,0.934318,0.087042,15.279,-0.51,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_04,52.501769,226.262231,226.262,41.081,82.57,596.655,6824,6713,4.43E-03,8.23E-04,41.07%,97,38.00%,0.939968,0.077623,15.969,-0.52,-,705.6,44100,16,2646000,190.35,1.2,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_05,60,227.335046,227.335,43.034,75.292,576.888,7323,7193,4.42E-03,8.05E-04,44.31%,107,41.74%,0.935024,0.084371,15.382,-0.51,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_06,60,230.741491,230.741,46.614,60.68,591.687,7991,7847,4.35E-03,7.80E-04,39.99%,115,42.21%,0.929764,0.091942,14.9,-0.51,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_07,60,229.088827,229.089,48.646,78.251,599.965,7940,7788,4.38E-03,8.79E-04,40.25%,126,42.66%,0.935152,0.08641,15.67,-0.51,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_08,12.934603,229.466964,229.467,51.316,76.322,540.514,1136,1109,4.39E-03,1.04E-03,60.31%,20,27.74%,0.92355,0.106091,15.113,-0.52,-,705.6,44100,16,570416,192,305.12,mono,htt://en.wikipedia.org/wiki/Bill_Gates
Speaker6_09,60,227.234675,227.235,46.66,75.065,585.29,7774,7617,4.41E-03,9.04E-04,40.74%,125,37.68%,0.933256,0.089094,15.637,-0.53,-,705.6,44100,16,2646000,190.35,1.37,mono,htt://en.wikipedia.org/wiki/Bill_Gates
